259;22;19241;390;390
260;10;10723;196;700
261;13;1300;13;13
262;5;12941;327;327
263;19;4723;136;640
264;1;17664;463;967
265;4;8241;280;280
266;15;19482;86;590
267;6;11264;399;903
268;10;1941;217;217
269;1;13482;26;530
270;12;4964;336;840
271;15;15300;153;153
272;7;7182;467;467
273;11;264;289;793
274;15;10700;107;107
275;6;2482;420;420
276;17;13723;226;730
277;20;4300;43;43
278;12;15941;357;357
279;3;7723;166;670
280;14;18964;476;980
281;17;9541;293;293
282;9;1423;103;607
283;1;12964;416;920
284;1;3241;230;230
285;14;14782;39;543
286;6;6664;353;857
287;9;17000;170;170
288;20;8482;480;480
289;11;264;289;793
290;15;10700;107;107
291;6;2482;420;420
292;17;13723;226;730
293;20;4300;43;43
294;12;15941;357;357
295;3;7723;166;670
296;14;18964;476;980
297;17;9541;293;293
298;9;1423;103;607
299;1;12964;416;920
300;1;3241;230;230
301;14;14782;39;543
302;6;6664;353;857
303;9;17000;170;170
304;21;9941;297;297
305;9;1423;103;607
306;1;12964;416;920
307;3;3541;233;233
308;14;14782;39;543
309;13;9664;383;887
310;16;241;200;200
311;7;11782;9;513
312;22;3664;323;827
313;2;14000;140;140
314;13;5482;450;450
315;4;17023;259;763
316;8;7700;77;77
317;22;19241;390;390
318;10;10723;196;700
319;13;1300;13;13
320;5;12941;327;327
321;19;4723;136;640
322;7;15964;446;950
323;10;6541;263;263
324;2;18182;73;577
325;16;9964;386;890
326;16;241;200;200
327;7;11782;9;513
328;22;3664;323;827
329;2;14000;140;140
330;13;5482;450;450
331;4;17023;259;763
332;21;9000;90;90
333;12;782;403;403
334;4;12423;213;717
335;7;3000;30;30
336;18;14241;340;340
337;9;6023;149;653
338;1;17664;463;967
339;4;8241;280;280
340;15;19482;86;590
341;6;11264;399;903
342;10;1941;217;217
343;1;13482;26;530
344;12;4964;336;840
345;15;15300;153;153
346;7;7182;467;467
347;21;18723;276;780
348;21;9000;90;90
349;12;782;403;403
350;4;12423;213;717
351;7;3000;30;30
352;18;14241;340;340
353;9;6023;149;653
354;1;17664;463;967
355;4;8241;280;280
356;15;19482;86;590
357;6;11264;399;903
358;10;1941;217;217
359;1;13482;26;530
360;12;4964;336;840
361;15;15300;153;153
362;7;7182;467;467
363;21;18723;276;780
364;21;9000;90;90
365;12;782;403;403
366;4;12423;213;717
367;7;3000;30;30
368;18;14241;340;340
369;9;6023;149;653
370;1;17664;463;967
371;4;8241;280;280
372;15;19482;86;590
373;6;11264;399;903
374;10;1941;217;217
375;1;13482;26;530
376;12;4964;336;840
377;15;15300;153;153
378;7;7182;467;467
379;21;18723;276;780
380;21;9000;90;90
381;12;782;403;403
382;4;12423;213;717
383;7;3000;30;30
384;18;14241;340;340
385;9;6023;149;653
386;1;17664;463;967
387;4;8241;280;280
388;15;19482;86;590
389;6;11264;399;903
390;10;1941;217;217
391;1;13482;26;530
392;12;4964;336;840
393;15;15300;153;153
394;7;7182;467;467
395;21;18723;276;780
396;21;9000;90;90
397;12;782;403;403
398;4;12423;213;717
399;7;3000;30;30
400;18;14241;340;340
401;9;6023;149;653
402;1;17664;463;967
403;4;8241;280;280
404;15;19482;86;590
405;17;14664;433;937
406;20;5241;250;250
407;8;16482;56;560
408;22;8264;369;873
409;3;18700;187;187
410;17;10482;500;500
411;5;1964;306;810
412;8;12300;123;123
413;1;4182;437;437
414;14;15723;246;750
415;14;6000;60;60
416;5;17541;373;373
417;20;9423;183;687
418;1;1;1;11
419;11;11241;310;310
420;2;3023;119;623
421;1;17664;463;967
422;4;8241;280;280
423;9;1423;103;607
424;1;12964;416;920
425;1;3241;230;230
426;14;14782;39;543
427;6;6664;353;857
428;9;17000;170;170
429;20;8482;480;480
430;11;264;289;793
431;15;10700;107;107
432;6;2482;420;420
433;17;13723;226;730
434;20;4300;43;43
435;12;15941;357;357
436;20;9423;183;687
437;1;1;1;11
438;11;11241;310;310
439;2;3023;119;623
440;17;14664;433;937
441;20;5241;250;250
442;8;16482;56;560
443;16;9964;386;890
444;16;241;200;200
445;7;11782;9;513
446;22;3664;323;827
447;2;14000;140;140
448;13;5482;450;450
449;4;17023;259;763
450;8;7700;77;77
451;12;782;403;403
452;4;12423;213;717
453;7;3000;30;30
454;18;14241;340;340
455;9;6023;149;653
456;1;17664;463;967
457;4;8241;280;280
458;15;19482;86;590
459;6;11264;399;903
460;10;1941;217;217
461;1;13482;26;530
462;12;4964;336;840
463;15;15300;153;153
464;7;7182;467;467
465;21;18723;276;780
466;21;9000;90;90
467;12;782;403;403
468;4;12423;213;717
469;7;3000;30;30
470;18;14241;340;340
471;9;6023;149;653
472;1;17664;463;967
473;4;8241;280;280
474;15;19482;86;590
475;6;11264;399;903
476;10;1941;217;217
477;1;13482;26;530
478;12;4964;336;840
479;15;15300;153;153
480;7;7182;467;467
481;21;18723;276;780
482;21;9000;90;90
483;12;782;403;403
484;4;12423;213;717
485;7;3000;30;30
486;18;14241;340;340
487;9;6023;149;653
488;1;17664;463;967
489;4;8241;280;280
490;15;19482;86;590
491;6;11264;399;903
492;10;1941;217;217
493;1;13482;26;530
494;12;4964;336;840
495;15;15300;153;153
496;1;1;1;11
497;13;1300;13;13
498;7;3000;30;30
499;1;4700;47;47
500;14;6000;60;60
501;8;7700;77;77
502;21;9000;90;90
503;15;10700;107;107
504;8;12300;123;123
505;2;14000;140;140
506;15;15300;153;153
507;9;17000;170;170
508;3;18700;187;187
509;16;241;200;200
510;10;1941;217;217
511;10;6541;263;263
512;4;8241;280;280
513;21;9941;297;297
514;11;11241;310;310
515;5;12941;327;327
516;18;14241;340;340
517;12;15941;357;357
518;5;17541;373;373
519;22;19241;390;390
520;12;782;403;403
521;6;2482;420;420
522;1;4182;437;437
523;13;5482;450;450
524;7;7182;467;467
525;1;8782;483;483
526;17;10482;500;500
527;7;11782;9;513
528;1;13482;26;530
529;18;15182;43;547
530;8;16482;56;560
531;2;18182;73;577
532;15;19482;86;590
533;9;1423;103;607
534;2;3023;119;623
535;19;4723;136;640
536;9;6023;149;653
537;3;7723;166;670
538;20;9423;183;687
539;10;10723;196;700
540;4;12423;213;717
541;20;14023;229;733
542;14;15723;246;750
543;4;17023;259;763
544;21;18723;276;780
545;15;664;293;797
546;5;1964;306;810
547;22;3664;323;827
548;12;4964;336;840
549;6;6664;353;857
550;22;8264;369;873
551;16;9964;386;890
552;6;11264;399;903
553;1;12964;416;920
554;17;14664;433;937
555;7;15964;446;950
556;1;17664;463;967
557;17;19264;479;983
558;1;1;1;11
559;13;1300;13;13
560;7;3000;30;30
561;1;4700;47;47
562;14;6000;60;60
563;8;7700;77;77
564;21;9000;90;90
565;15;10700;107;107
566;8;12300;123;123
567;2;14000;140;140
568;15;15300;153;153
569;9;17000;170;170
570;3;18700;187;187
571;16;241;200;200
572;10;1941;217;217
573;3;3541;233;233
574;20;5241;250;250
575;10;6541;263;263
576;4;8241;280;280
577;21;9941;297;297
578;11;11241;310;310
579;5;12941;327;327
580;18;14241;340;340
581;12;15941;357;357
582;5;17541;373;373
583;22;19241;390;390
584;12;782;403;403
585;6;2482;420;420
586;1;4182;437;437
587;13;5482;450;450
588;7;7182;467;467
589;1;8782;483;483
590;17;10482;500;500
591;7;11782;9;513
592;1;13482;26;530
593;18;15182;43;547
594;8;16482;56;560
595;2;18182;73;577
596;15;19482;86;590
597;9;1423;103;607
598;2;3023;119;623
599;19;4723;136;640
600;9;6023;149;653
601;3;7723;166;670
602;20;9423;183;687
603;10;10723;196;700
604;4;12423;213;717
605;20;14023;229;733
606;14;15723;246;750
607;4;17023;259;763
608;21;18723;276;780
609;15;664;293;797
610;5;1964;306;810
611;22;3664;323;827
612;12;4964;336;840
613;6;6664;353;857
614;22;8264;369;873
615;16;9964;386;890
616;6;11264;399;903
617;1;12964;416;920
618;17;14664;433;937
619;7;15964;446;950
620;1;17664;463;967
621;17;19264;479;983
622;1;1;1;11
623;13;1300;13;13
624;7;3000;30;30
625;1;4700;47;47
626;14;6000;60;60
627;8;7700;77;77
628;21;9000;90;90
629;15;10700;107;107
630;8;12300;123;123
631;2;14000;140;140
632;15;15300;153;153
633;9;17000;170;170
634;3;18700;187;187
635;16;241;200;200
636;10;1941;217;217
637;3;3541;233;233
638;20;5241;250;250
639;10;6541;263;263
640;4;8241;280;280
641;21;9941;297;297
642;11;11241;310;310
643;5;12941;327;327
644;18;14241;340;340
645;12;15941;357;357
646;5;17541;373;373
647;22;19241;390;390
648;12;782;403;403
649;6;2482;420;420
650;1;4182;437;437
651;13;5482;450;450
652;7;7182;467;467
653;1;8782;483;483
654;17;10482;500;500
655;7;11782;9;513
656;1;13482;26;530
657;18;15182;43;547
658;8;16482;56;560
659;2;18182;73;577
660;15;19482;86;590
661;9;1423;103;607
662;2;3023;119;623
663;19;4723;136;640
664;9;6023;149;653
665;3;7723;166;670
666;20;9423;183;687
667;10;10723;196;700
668;4;12423;213;717
669;20;14023;229;733
670;14;15723;246;750
671;4;17023;259;763
672;21;18723;276;780
673;15;664;293;797
674;5;1964;306;810
675;22;3664;323;827
676;12;4964;336;840
677;6;6664;353;857
678;22;8264;369;873
679;16;9964;386;890
680;6;11264;399;903
681;1;12964;416;920
682;17;14664;433;937
683;7;15964;446;950
684;1;17664;463;967
685;17;19264;479;983
686;1;1;1;11
687;13;1300;13;13
688;7;3000;30;30
689;1;4700;47;47
690;14;6000;60;60
691;8;7700;77;77
692;21;9000;90;90
693;15;10700;107;107
694;8;12300;123;123
695;2;14000;140;140
696;15;15300;153;153
697;9;17000;170;170
698;3;18700;187;187
699;16;241;200;200
700;10;1941;217;217
701;3;3541;233;233
702;20;5241;250;250
703;10;6541;263;263
704;4;8241;280;280
705;21;9941;297;297
706;11;11241;310;310
707;5;12941;327;327
708;18;14241;340;340
709;12;15941;357;357
710;5;17541;373;373
711;22;19241;390;390
712;12;782;403;403
713;6;2482;420;420
714;1;4182;437;437
715;13;5482;450;450
716;7;7182;467;467
717;1;8782;483;483
718;17;10482;500;500
719;7;11782;9;513
720;1;13482;26;530
721;18;15182;43;547
722;8;16482;56;560
723;2;18182;73;577
724;15;19482;86;590
725;9;1423;103;607
726;2;3023;119;623
727;19;4723;136;640
728;9;6023;149;653
729;3;7723;166;670
730;20;9423;183;687
731;10;10723;196;700
732;4;12423;213;717
733;20;14023;229;733
734;14;15723;246;750
735;4;17023;259;763
736;21;18723;276;780
737;15;664;293;797
738;5;1964;306;810
739;22;3664;323;827
740;12;4964;336;840
741;6;6664;353;857
742;22;8264;369;873
743;16;9964;386;890
744;6;11264;399;903
745;1;12964;416;920
746;17;14664;433;937
747;7;15964;446;950
748;1;17664;463;967
749;17;19264;479;983
750;1;1;1;11
751;13;1300;13;13
752;7;3000;30;30
753;1;4700;47;47
754;14;6000;60;60
755;8;7700;77;77
756;21;9000;90;90
757;15;10700;107;107
758;8;12300;123;123
759;2;14000;140;140
760;15;15300;153;153
761;9;17000;170;170
762;3;18700;187;187
763;16;241;200;200
764;10;1941;217;217
765;3;3541;233;233
766;20;5241;250;250
767;10;6541;263;263
768;4;8241;280;280
769;21;9941;297;297
770;11;11241;310;310
771;5;12941;327;327
772;18;14241;340;340
773;12;15941;357;357
774;5;17541;373;373
775;22;19241;390;390
776;12;782;403;403
777;6;2482;420;420
778;1;4182;437;437
779;13;5482;450;450
780;7;7182;467;467
781;1;8782;483;483
782;17;10482;500;500
783;7;11782;9;513
784;1;13482;26;530
785;18;15182;43;547
786;8;16482;56;560
787;2;18182;73;577
788;15;19482;86;590
789;9;1423;103;607
790;2;3023;119;623
791;19;4723;136;640
792;9;6023;149;653
793;3;7723;166;670
794;20;9423;183;687
795;10;10723;196;700
796;4;12423;213;717
797;20;14023;229;733
798;14;15723;246;750
799;4;17023;259;763
800;21;18723;276;780
801;15;664;293;797
802;5;1964;306;810
803;22;3664;323;827
804;12;4964;336;840
805;6;6664;353;857
806;22;8264;369;873
807;16;9964;386;890
808;6;11264;399;903
809;1;12964;416;920
810;17;14664;433;937
811;7;15964;446;950
812;1;17664;463;967
813;17;19264;479;983
814;1;1;1;11
815;13;1300;13;13
816;7;3000;30;30
817;1;4700;47;47
818;14;6000;60;60
819;8;7700;77;77
820;21;9000;90;90
821;15;10700;107;107
822;8;12300;123;123
823;2;14000;140;140
824;15;15300;153;153
825;9;17000;170;170
826;3;18700;187;187
827;16;241;200;200
828;10;1941;217;217
829;3;3541;233;233
830;20;5241;250;250
831;10;6541;263;263
832;4;8241;280;280
833;21;9941;297;297
834;11;11241;310;310
835;5;12941;327;327
836;18;14241;340;340
837;12;15941;357;357
838;5;17541;373;373
839;22;19241;390;390
840;12;782;403;403
841;6;2482;420;420
842;1;4182;437;437
843;13;5482;450;450
844;7;7182;467;467
845;1;8782;483;483
846;17;10482;500;500
847;7;11782;9;513
848;1;13482;26;530
849;18;15182;43;547
850;8;16482;56;560
851;2;18182;73;577
852;15;19482;86;590
853;9;1423;103;607
854;2;3023;119;623
855;19;4723;136;640
856;9;6023;149;653
857;20;9423;183;687
858;4;12423;213;717
859;14;15723;246;750
860;21;18723;276;780
861;5;1964;306;810
862;12;4964;336;840
863;22;8264;369;873
864;1;12964;416;920
865;7;15964;446;950
866;1;17664;463;967
867;17;19264;479;983
868;1;1;1;11
869;13;1300;13;13
870;7;3000;30;30
871;1;4700;47;47
872;14;6000;60;60
873;8;7700;77;77
874;21;9000;90;90
875;15;10700;107;107
876;8;12300;123;123
877;2;14000;140;140
878;15;15300;153;153
879;9;17000;170;170
880;3;18700;187;187
881;16;241;200;200
882;10;1941;217;217
883;3;3541;233;233
884;20;5241;250;250
885;10;6541;263;263
886;4;8241;280;280
887;21;9941;297;297
888;11;11241;310;310
889;5;12941;327;327
890;18;14241;340;340
891;12;15941;357;357
892;5;17541;373;373
893;22;19241;390;390
894;12;782;403;403
895;6;2482;420;420
896;1;4182;437;437
897;13;5482;450;450
898;7;7182;467;467
899;1;8782;483;483
900;17;10482;500;500
901;7;11782;9;513
902;1;13482;26;530
903;18;15182;43;547
904;8;16482;56;560
905;2;18182;73;577
906;15;19482;86;590
907;9;1423;103;607
908;2;3023;119;623
909;19;4723;136;640
910;9;6023;149;653
911;3;7723;166;670
912;20;9423;183;687
913;10;10723;196;700
914;4;12423;213;717
915;20;14023;229;733
916;14;15723;246;750
917;4;17023;259;763
918;21;18723;276;780
919;15;664;293;797
920;5;1964;306;810
921;22;3664;323;827
922;12;4964;336;840
923;6;6664;353;857
924;22;8264;369;873
925;16;9964;386;890
926;6;11264;399;903
927;1;12964;416;920
928;17;14664;433;937
929;7;15964;446;950
930;1;17664;463;967
931;17;19264;479;983
932;1;1;1;11
933;13;1300;13;13
934;7;3000;30;30
935;1;4700;47;47
936;14;6000;60;60
937;8;7700;77;77
938;21;9000;90;90
939;15;10700;107;107
940;8;12300;123;123
941;2;14000;140;140
942;15;15300;153;153
943;9;17000;170;170
944;3;18700;187;187
945;16;241;200;200
946;10;1941;217;217
947;3;3541;233;233
948;20;5241;250;250
949;10;6541;263;263
950;4;8241;280;280
951;21;9941;297;297
952;11;11241;310;310
953;5;12941;327;327
954;18;14241;340;340
955;12;15941;357;357
956;5;17541;373;373
957;22;19241;390;390
958;12;782;403;403
959;6;2482;420;420
960;1;4182;437;437
961;13;5482;450;450
962;7;7182;467;467
963;1;8782;483;483
964;17;10482;500;500
965;7;11782;9;513
966;1;13482;26;530
967;18;15182;43;547
968;8;16482;56;560
969;2;18182;73;577
970;15;19482;86;590
971;9;1423;103;607
972;2;3023;119;623
973;19;4723;136;640
974;9;6023;149;653
975;3;7723;166;670
976;20;9423;183;687
977;10;10723;196;700
978;4;12423;213;717
979;20;14023;229;733
980;14;15723;246;750
981;4;17023;259;763
982;21;18723;276;780
983;15;664;293;797
984;5;1964;306;810
985;22;3664;323;827
986;12;4964;336;840
987;6;6664;353;857
988;22;8264;369;873
989;16;9964;386;890
990;6;11264;399;903
991;1;12964;416;920
992;17;14664;433;937
993;7;15964;446;950
994;1;17664;463;967
995;17;19264;479;983
996;1;1;1;11
997;13;1300;13;13
998;7;3000;30;30
999;1;4700;47;47
1000;14;6000;60;60
1001;8;7700;77;77
1002;21;9000;90;90
1003;15;10700;107;107
1004;8;12300;123;123
1005;2;14000;140;140
1006;15;15300;153;153
1007;9;17000;170;170
1008;3;18700;187;187
1009;16;241;200;200
1010;10;1941;217;217
1011;3;3541;233;233
1012;20;5241;250;250
1013;10;6541;263;263
1014;4;8241;280;280
1015;21;9941;297;297
1016;11;11241;310;310
1017;5;12941;327;327
1018;18;14241;340;340
1019;12;15941;357;357
1020;5;17541;373;373
1021;22;19241;390;390
1022;12;782;403;403
1023;6;2482;420;420
1024;1;4182;437;437
1025;13;5482;450;450
1026;7;7182;467;467
1027;1;8782;483;483
1028;17;10482;500;500
1029;7;11782;9;513
1030;1;13482;26;530
1031;18;15182;43;547
1032;8;16482;56;560
1033;2;18182;73;577
1034;15;19482;86;590
1035;9;1423;103;607
1036;2;3023;119;623
1037;19;4723;136;640
1038;9;6023;149;653
1039;3;7723;166;670
1040;20;9423;183;687
1041;10;10723;196;700
1042;4;12423;213;717
1043;20;14023;229;733
1044;14;15723;246;750
1045;4;17023;259;763
1046;21;18723;276;780
1047;15;664;293;797
1048;5;1964;306;810
1049;22;3664;323;827
1050;12;4964;336;840
1051;6;6664;353;857
1052;22;8264;369;873
1053;16;9964;386;890
1054;6;11264;399;903
1055;1;12964;416;920
1056;17;14664;433;937
1057;7;15964;446;950
1058;1;17664;463;967
1059;17;19264;479;983
1060;1;1;1;11
1061;13;1300;13;13
1062;7;3000;30;30
1063;1;4700;47;47
1064;14;6000;60;60
1065;8;7700;77;77
1066;21;9000;90;90
1067;15;10700;107;107
1068;8;12300;123;123
1069;2;14000;140;140
1070;15;15300;153;153
1071;9;17000;170;170
1072;3;18700;187;187
1073;16;241;200;200
1074;10;1941;217;217
1075;3;3541;233;233
1076;20;5241;250;250
1077;10;6541;263;263
1078;4;8241;280;280
1079;11;11241;310;310
1080;5;12941;327;327
1081;18;14241;340;340
1082;12;15941;357;357
1083;5;17541;373;373
1084;22;19241;390;390
1085;12;782;403;403
1086;6;2482;420;420
1087;1;4182;437;437
1088;13;5482;450;450
1089;7;7182;467;467
1090;1;8782;483;483
1091;17;10482;500;500
1092;7;11782;9;513
1093;1;13482;26;530
1094;18;15182;43;547
1095;8;16482;56;560
1096;2;18182;73;577
1097;15;19482;86;590
1098;9;1423;103;607
1099;2;3023;119;623
1100;19;4723;136;640
1101;9;6023;149;653
1102;3;7723;166;670
1103;20;9423;183;687
1104;10;10723;196;700
1105;4;12423;213;717
1106;20;14023;229;733
1107;14;15723;246;750
1108;4;17023;259;763
1109;21;18723;276;780
1110;15;664;293;797
1111;5;1964;306;810
1112;22;3664;323;827
1113;12;4964;336;840
1114;6;6664;353;857
1115;22;8264;369;873
1116;16;9964;386;890
1117;6;11264;399;903
1118;1;12964;416;920
1119;17;14664;433;937
1120;7;15964;446;950
1121;1;17664;463;967
1122;17;19264;479;983
1123;1;1;1;11
1124;13;1300;13;13
1125;7;3000;30;30
1126;1;4700;47;47
1127;14;6000;60;60
1128;8;7700;77;77
1129;21;9000;90;90
1130;15;10700;107;107
1131;8;12300;123;123
1132;2;14000;140;140
1133;9;17000;170;170
1134;3;18700;187;187
1135;16;241;200;200
1136;10;1941;217;217
1137;10;6541;263;263
1138;4;8241;280;280
1139;21;9941;297;297
1140;11;11241;310;310
1141;18;14241;340;340
1142;12;15941;357;357
1143;5;17541;373;373
1144;22;19241;390;390
1145;12;782;403;403
1146;6;2482;420;420
1147;1;4182;437;437
1148;13;5482;450;450
1149;7;7182;467;467
1150;1;8782;483;483
1151;17;10482;500;500
1152;7;11782;9;513
1153;1;13482;26;530
1154;18;15182;43;547
1155;8;16482;56;560
1156;2;18182;73;577
1157;15;19482;86;590
1158;9;1423;103;607
1159;2;3023;119;623
1160;19;4723;136;640
1161;9;6023;149;653
1162;3;7723;166;670
1163;20;9423;183;687
1164;10;10723;196;700
1165;4;12423;213;717
1166;20;14023;229;733
1167;14;15723;246;750
1168;4;17023;259;763
1169;21;18723;276;780
1170;15;664;293;797
1171;5;1964;306;810
1172;22;3664;323;827
1173;12;4964;336;840
1174;6;6664;353;857
1175;22;8264;369;873
1176;16;9964;386;890
1177;6;11264;399;903
1178;1;12964;416;920
1179;17;14664;433;937
1180;7;15964;446;950
1181;1;17664;463;967
1182;17;19264;479;983
1183;1;1;1;11
1184;13;1300;13;13
1185;7;3000;30;30
1186;1;4700;47;47
1187;14;6000;60;60
1188;8;7700;77;77
1189;21;9000;90;90
1190;15;10700;107;107
1191;8;12300;123;123
1192;2;14000;140;140
1193;15;15300;153;153
1194;9;17000;170;170
1195;3;18700;187;187
1196;16;241;200;200
1197;10;1941;217;217
1198;3;3541;233;233
1199;20;5241;250;250
1200;10;6541;263;263
1201;21;9941;297;297
1202;11;11241;310;310
1203;5;12941;327;327
1204;18;14241;340;340
1205;12;15941;357;357
1206;5;17541;373;373
1207;22;19241;390;390
1208;12;782;403;403
1209;6;2482;420;420
1210;1;4182;437;437
1211;13;5482;450;450
1212;7;7182;467;467
1213;1;8782;483;483
1214;17;10482;500;500
1215;7;11782;9;513
1216;1;13482;26;530
1217;18;15182;43;547
1218;8;16482;56;560
1219;2;18182;73;577
1220;15;19482;86;590
1221;9;1423;103;607
1222;2;3023;119;623
1223;19;4723;136;640
1224;9;6023;149;653
1225;3;7723;166;670
1226;20;9423;183;687
1227;10;10723;196;700
1228;4;12423;213;717
1229;20;14023;229;733
1230;14;15723;246;750
1231;4;17023;259;763
1232;21;18723;276;780
1233;15;664;293;797
1234;5;1964;306;810
1235;22;3664;323;827
1236;12;4964;336;840
1237;6;6664;353;857
1238;22;8264;369;873
1239;16;9964;386;890
1240;6;11264;399;903
1241;1;12964;416;920
1242;17;14664;433;937
1243;7;15964;446;950
1244;1;17664;463;967
1245;17;19264;479;983
1246;1;1;1;11
1247;13;1300;13;13
1248;7;3000;30;30
1249;1;4700;47;47
1250;14;6000;60;60
1251;8;7700;77;77
1252;21;9000;90;90
1253;15;10700;107;107
1254;8;12300;123;123
1255;2;14000;140;140
1256;15;15300;153;153
